h3,population,geometry
862168ccfffffff,13.0,"POLYGON ((73.89744005082261 56.915064423473396, 73.90469392013942 56.87973469312943, 73.9652539376364 56.86525457700896, 74.01862253764216 56.88608652868827, 74.01146243254317 56.921420180569946, 73.95083993061405 56.93591798150663, 73.89744005082261 56.915064423473396))"
862168cc7ffffff,393.0,"POLYGON ((73.78344468349628 56.908604225621026, 73.7907922150879 56.87327853124068, 73.85138546535705 56.85885255824146, 73.90469392013942 56.87973469312943, 73.89744005082261 56.915064423473396, 73.8367840312139 56.92950800519514, 73.78344468349628 56.908604225621026))"
862168c57ffffff,124.0,"POLYGON ((73.76132874024366 57.01452938785218, 73.76871297631405 56.9792296793259, 73.82946511248198 56.96482277569611, 73.88289611985584 56.98569798183905, 73.87560599843347 57.02100175911629, 73.8147907213811 57.03542628381815, 73.76132874024366 57.01452938785218))"
862168c0fffffff,59.0,"POLYGON ((73.64707970373254 57.007952276523284, 73.65455794914227 56.97265675128242, 73.71534288960139 56.95830421364503, 73.76871297631405 56.9792296793259, 73.76132874024366 57.01452938785218, 73.7004803738812 57.028899469686536, 73.64707970373254 57.007952276523284))"
8621687afffffff,29.0,"POLYGON ((74.57512910365487 56.683396381371885, 74.58178279622608 56.64798305624621, 74.64175883347073 56.63316191160844, 74.69514115240709 56.65373605399151, 74.6885806107962 56.689152592160596, 74.62854457099085 56.7039917971631, 74.57512910365487 56.683396381371885))"
8621687a7ffffff,141.0,"POLYGON ((74.46169901387297 56.67753638439221, 74.4684457700638 56.64212638681032, 74.52845752978632 56.627358705461376, 74.58178279622608 56.64798305624621, 74.57512910365487 56.683396381371885, 74.51505705210216 56.69818205039298, 74.46169901387297 56.67753638439221))"
86216879fffffff,444.0,"POLYGON ((74.59505724829778 56.57713137774396, 74.60167806173352 56.54169307553224, 74.66149855599757 56.526854646575316, 74.71475786259366 56.547436494779085, 74.70822975169125 56.582877979743444, 74.64834960368074 56.597734455921064, 74.59505724829778 56.57713137774396))"
862168787ffffff,150.0,"POLYGON ((74.52845752978632 56.627358705461376, 74.53514118319939 56.59193450484353, 74.59505724829778 56.57713137774396, 74.64834960368074 56.597734455921064, 74.64175883347073 56.63316191160844, 74.58178279622608 56.64798305624621, 74.52845752978632 56.627358705461376))"
862168777ffffff,1.0,"POLYGON ((74.71586752454817 56.85126938361918, 74.72243021683425 56.81588910945857, 74.7825863505835 56.80101365488347, 74.83623985437089 56.821500307528986, 74.82977112095044 56.856883668034094, 74.769554897046 56.87177731199831, 74.71586752454817 56.85126938361918))"
862168737ffffff,814.0,"POLYGON ((74.44139165324358 56.78371595284353, 74.44817198305049 56.74833119291609, 74.50834017327786 56.73358114361708, 74.5617886499425 56.754197875711384, 74.5551018343356 56.789585993961545, 74.49487299861259 56.804354044109104, 74.44139165324358 56.78371595284353))"
86216872fffffff,77.0,"POLYGON ((74.60198440210333 56.84555075114986, 74.60864096761979 56.810173678403125, 74.66883369688286 56.79535190486489, 74.72243021683425 56.81588910945857, 74.71586752454817 56.85126938361918, 74.65561441061325 56.86610927418641, 74.60198440210333 56.84555075114986))"
862168727ffffff,438.0,"POLYGON ((74.48812264768138 56.839727800488994, 74.49487299861259 56.804354044109104, 74.5551018343356 56.789585993961545, 74.60864096761979 56.810173678403125, 74.60198440210333 56.84555075114986, 74.54169488878664 56.86033684546637, 74.48812264768138 56.839727800488994))"
86216871fffffff,1.0,"POLYGON ((74.6219210248756 56.7393941759912, 74.62854457099085 56.7039917971631, 74.6885806107962 56.689152592160596, 74.7420531087134 56.70969768502683, 74.73552298208766 56.74510323476911, 74.67542690991063 56.759960543053836, 74.6219210248756 56.7393941759912))"
862168717ffffff,15.0,"POLYGON ((74.50834017327786 56.73358114361708, 74.51505705210216 56.69818205039298, 74.57512910365487 56.683396381371885, 74.62854457099085 56.7039917971631, 74.6219210248756 56.7393941759912, 74.5617886499425 56.754197875711384, 74.50834017327786 56.73358114361708))"
862168707ffffff,137.0,"POLYGON ((74.5551018343356 56.789585993961545, 74.5617886499425 56.754197875711384, 74.6219210248756 56.7393941759912, 74.67542690991063 56.759960543053836, 74.66883369688286 56.79535190486489, 74.60864096761979 56.810173678403125, 74.5551018343356 56.789585993961545))"
8621686f7ffffff,124.0,"POLYGON ((74.93463471701818 56.59406073694384, 74.940977172416 56.55861322964986, 75.00068789983789 56.54361522648324, 75.05411492804072 56.56404649136861, 75.04786542134555 56.599496838022276, 74.98809591163217 56.61451310270056, 74.93463471701818 56.59406073694384))"
8621686cfffffff,244.0,"POLYGON ((75.16111376690696 56.60482938790869, 75.16727024712046 56.569376316570356, 75.22690540467025 56.55427215396385, 75.28044225085367 56.57460268315076, 75.27437887275387 56.61005836439983, 75.21468552149643 56.62518092888249, 75.16111376690696 56.60482938790869))"
8621686c7ffffff,106.0,"POLYGON ((75.04786542134555 56.599496838022276, 75.05411492804072 56.56404649136861, 75.11378810929565 56.54899538546479, 75.16727024712046 56.569376316570356, 75.16111376690696 56.60482938790869, 75.1013820968996 56.61989882575777, 75.04786542134555 56.599496838022276))"
8621686afffffff,51.0,"POLYGON ((74.82142253404787 56.588521108820764, 74.8278578582271 56.55307655545879, 74.88760565362338 56.53813170004362, 74.940977172416 56.55861322964986, 74.93463471701818 56.59406073694384, 74.87482784730999 56.60902378293692, 74.82142253404787 56.588521108820764))"
8621686a7ffffff,45.0,"POLYGON ((74.70822975169125 56.582877979743444, 74.71475786259366 56.547436494779085, 74.77454224714022 56.53254483110809, 74.8278578582271 56.55307655545879, 74.82142253404787 56.588521108820764, 74.7615787847002 56.60343089163846, 74.70822975169125 56.582877979743444))"
86216869fffffff,218.0,"POLYGON ((74.84069670848797 56.48216271094663, 74.84710028657865 56.44669347106176, 74.90669352423988 56.43173186441474, 74.95994188958032 56.452221342595, 74.95363073304527 56.48769350686739, 74.893978763181 56.50267329071885, 74.84069670848797 56.48216271094663))"
862168687ffffff,73.0,"POLYGON ((74.77454224714022 56.53254483110809, 74.78100796094947 56.4970894180963, 74.84069670848797 56.48216271094663, 74.893978763181 56.50267329071885, 74.88760565362338 56.53813170004362, 74.8278578582271 56.55307655545879, 74.77454224714022 56.53254483110809))"
86216866fffffff,66.0,"POLYGON ((75.12396014112032 56.81737366239468, 75.13017810346642 56.78197047625201, 75.19012410214276 56.76689917300347, 75.24391098790652 56.787212647261256, 75.23778703741785 56.82261850147016, 75.17778216386503 56.83770823587155, 75.12396014112032 56.81737366239468))"
86216862fffffff,152.0,"POLYGON ((74.84914515736881 56.75070829043569, 74.8555817798842 56.71529968458393, 74.91554434090835 56.70035353584201, 74.96912969817119 56.72079776838877, 74.96278666222182 56.75620931543438, 74.9027646555609 56.77117371113023, 74.84914515736881 56.75070829043569))"
862168627ffffff,54.0,"POLYGON ((74.73552298208766 56.74510323476911, 74.7420531087134 56.70969768502683, 74.80205265147582 56.69480498643961, 74.8555817798842 56.71529968458393, 74.84914515736881 56.75070829043569, 74.78908587482015 56.765619164391005, 74.73552298208766 56.74510323476911))"
862168617ffffff,2.0,"POLYGON ((74.7550809834524 56.638861487967, 74.7615787847002 56.60343089163846, 74.82142253404787 56.588521108820764, 74.87482784730999 56.60902378293692, 74.86842309864444 56.644457405364975, 74.80851995693232 56.65938534984354, 74.7550809834524 56.638861487967))"
86216860fffffff,3.0,"POLYGON ((74.91554434090835 56.70035353584201, 74.92191832716844 56.664930915547544, 74.9817842970244 56.64994963657701, 75.03533537956444 56.67037272479825, 75.0290547933853 56.70579821395436, 74.96912969817119 56.72079776838877, 74.91554434090835 56.70035353584201))"
8621685a7ffffff,45.0,"POLYGON ((73.66836209108524 56.63361334805892, 73.67575766801025 56.59822983872792, 73.73600589638689 56.583837486861505, 73.78892078621543 56.604811201059626, 73.78161760192421 56.640198835860694, 73.72130710193193 56.65460865293851, 73.66836209108524 56.63361334805892))"
86216859fffffff,314.0,"POLYGON ((73.80349110769876 56.53401068362645, 73.8107583036797 56.49859785252053, 73.8708180955262 56.48413318356706, 73.92367229123136 56.50506383750381, 73.91649714924738 56.54048064842569, 73.85637572529266 56.55496284749565, 73.80349110769876 56.53401068362645))"
862168597ffffff,284.0,"POLYGON ((73.69051233441128 56.5274375398589, 73.69787148335624 56.49202880190005, 73.75796353029402 56.4776176744679, 73.8107583036797 56.49859785252053, 73.80349110769876 56.53401068362645, 73.74333715249462 56.548439265391096, 73.69051233441128 56.5274375398589))"
86216858fffffff,102.0,"POLYGON ((73.849136692669 56.59036512153536, 73.85637572529266 56.55496284749565, 73.91649714924738 56.54048064842569, 73.9694411818262 56.561383171907835, 73.96229447325386 56.59678938499025, 73.90211137590822 56.611289157513, 73.849136692669 56.59036512153536))"
862168577ffffff,34.0,"POLYGON ((73.91916561514027 56.80904945723371, 73.92638350001366 56.77369400262884, 73.98678551280642 56.75919516826077, 74.04003172632277 56.78003413821054, 74.03290715528945 56.81539348206165, 73.972443024656 56.829909988899644, 73.91916561514027 56.80904945723371))"
862168567ffffff,29.0,"POLYGON ((73.9652539376364 56.86525457700896, 73.972443024656 56.829909988899644, 74.03290715528945 56.81539348206165, 74.08624432491156 56.836203869183656, 74.07914882639501 56.871552305452745, 74.01862253764216 56.88608652868827, 73.9652539376364 56.86525457700896))"
862168557ffffff,203.0,"POLYGON ((73.98678551280642 56.75919516826077, 73.99393897248753 56.72382498675235, 74.05424553830704 56.70928993691947, 74.1074604066798 56.73010738669904, 74.10040008613026 56.76548138432258, 74.04003172632277 56.78003413821054, 73.98678551280642 56.75919516826077))"
86216850fffffff,79.0,"POLYGON ((73.87319705628359 56.75280500472849, 73.88044355597243 56.71743875344996, 73.9407834917577 56.702957547724154, 73.99393897248753 56.72382498675235, 73.98678551280642 56.75919516826077, 73.92638350001366 56.77369400262884, 73.87319705628359 56.75280500472849))"
8621684f7ffffff,4.0,"POLYGON ((74.14258755733026 56.55311086903652, 74.14957829656188 56.51768643903809, 74.20953842399499 56.50306135813953, 74.26256857559733 56.52384297463794, 74.25567018093459 56.55927104362564, 74.19564925965892 56.57391387914773, 74.14258755733026 56.55311086903652))"
8621684d7ffffff,40.0,"POLYGON ((74.20953842399499 56.50306135813953, 74.21646587727804 56.467622638604524, 74.27633134217547 56.452961947012234, 74.32932980000105 56.47372221130346, 74.3224945166733 56.509164497396895, 74.26256857559733 56.52384297463794, 74.20953842399499 56.50306135813953))"
8621684cfffffff,1.0,"POLYGON ((74.36877658701988 56.56532787680587, 74.37558254445345 56.52989628270276, 74.43547381753368 56.51516444798651, 74.48861933092239 56.535846327575996, 74.48190590126937 56.57128133279452, 74.42195440123321 56.586031069405976, 74.36877658701988 56.56532787680587))"
8621684c7ffffff,7.0,"POLYGON ((74.25567018093459 56.55927104362564, 74.26256857559733 56.52384297463794, 74.3224945166733 56.509164497396895, 74.37558254445345 56.52989628270276, 74.36877658701988 56.56532787680587, 74.30879013474824 56.58002418254815, 74.25567018093459 56.55927104362564))"
862168477ffffff,13.0,"POLYGON ((74.167733112477 56.71551852941339, 74.17472944723589 56.68012997993268, 74.23490661660509 56.66550516288472, 74.28814860738989 56.68625110749832, 74.28124533209872 56.72164328592401, 74.22100697590854 56.73628591296575, 74.167733112477 56.71551852941339))"
862168457ffffff,36.0,"POLYGON ((74.23490661660509 56.66550516288472, 74.24183922945582 56.630102163407855, 74.30192098073498 56.61544153021441, 74.35513095459538 56.63616607783296, 74.34829122426639 56.67157263349064, 74.28814860738989 56.68625110749832, 74.23490661660509 56.66550516288472))"
86216844fffffff,12.0,"POLYGON ((74.3947813138464 56.72766416911888, 74.40159143644533 56.69226847606982, 74.46169901387297 56.67753638439221, 74.51505705210216 56.69818205039298, 74.50834017327786 56.73358114361708, 74.44817198305049 56.74833119291609, 74.3947813138464 56.72766416911888))"
862168447ffffff,148.0,"POLYGON ((74.28124533209872 56.72164328592401, 74.28814860738989 56.68625110749832, 74.34829122426639 56.67157263349064, 74.40159143644533 56.69226847606982, 74.3947813138464 56.72766416911888, 74.33457779635246 56.74236052717857, 74.28124533209872 56.72164328592401))"
86216842fffffff,80.0,"POLYGON ((74.05424553830704 56.70928993691947, 74.06133483717342 56.673905130574866, 74.12154607157221 56.65933400873873, 74.17472944723589 56.68012997993268, 74.167733112477 56.71551852941339, 74.1074604066798 56.73010738669904, 74.05424553830704 56.70928993691947))"
862168427ffffff,16.0,"POLYGON ((73.9407834917577 56.702957547724154, 73.94796565724175 56.66757659857237, 74.00821046872369 56.653059209161626, 74.06133483717342 56.673905130574866, 74.05424553830704 56.70928993691947, 73.99393897248753 56.72382498675235, 73.9407834917577 56.702957547724154))"
862168417ffffff,103.0,"POLYGON ((73.96229447325386 56.59678938499025, 73.9694411818262 56.561383171907835, 74.02952958941478 56.546847390754245, 74.08253265078797 56.56770019601841, 74.07547836473756 56.60311023447652, 74.0153285632597 56.61766366430117, 73.96229447325386 56.59678938499025))"
862168407ffffff,266.0,"POLYGON ((74.00821046872369 56.653059209161626, 74.0153285632597 56.61766366430117, 74.07547836473756 56.60311023447652, 74.12857147319953 56.623934679571455, 74.12154607157221 56.65933400873873, 74.06133483717342 56.673905130574866, 74.00821046872369 56.653059209161626))"
86216838fffffff,18.0,"POLYGON ((74.97205791144064 57.024249422224734, 74.9784331315388 56.988899875252386, 75.03873164141022 56.97391586998725, 75.09271477517407 56.99426304363552, 75.0864344104342 57.02961543356245, 75.02607602987956 57.04461782955885, 74.97205791144064 57.024249422224734))"
862168387ffffff,79.0,"POLYGON ((74.85770001184092 57.01877847663993, 74.86417000566915 56.983431888371356, 74.92450649312626 56.968501735971365, 74.9784331315388 56.988899875252386, 74.97205791144064 57.024249422224734, 74.91166125185752 57.039197893851636, 74.85770001184092 57.01877847663993))"
8621682f7ffffff,4965.0,"POLYGON ((75.26723510931718 56.984429798119315, 75.27335770311477 56.949060599170394, 75.33348039032424 56.93393387450929, 75.3875393962658 56.95415781222364, 75.3815116194495 56.98952954966919, 75.3213299947956 57.00467483360634, 75.26723510931718 56.984429798119315))"
8621682dfffffff,105.0,"POLYGON ((75.44762244582516 56.93897749435799, 75.45358785181621 56.90359184762438, 75.5135724680163 56.88837664151425, 75.56764996201852 56.90852844948522, 75.56177924967278 56.94391644636837, 75.50173632588432 56.95915030782916, 75.44762244582516 56.93897749435799))"
8621682d7ffffff,120.0,"POLYGON ((75.33348039032424 56.93393387450929, 75.33954041818414 56.89855069379217, 75.39956485456173 56.88338896210307, 75.45358785181621 56.90359184762438, 75.44762244582516 56.93897749435799, 75.3875393962658 56.95415781222364, 75.33348039032424 56.93393387450929))"
8621682b7ffffff,5.0,"POLYGON ((74.99115173959741 56.91817518952764, 74.9974951801819 56.88280010112975, 75.05763615456314 56.86779908310281, 75.11149318277633 56.88815480049973, 75.10524413540222 56.923532701951764, 75.04504364021929 56.93855209553125, 74.99115173959741 56.91817518952764))"
8621682afffffff,224.0,"POLYGON ((75.15297481491969 56.979225231462266, 75.15919215012428 56.94385868687585, 75.21935398611606 56.92878560399014, 75.27335770311477 56.949060599170394, 75.26723510931718 56.984429798119315, 75.20701403154843 56.999521370197996, 75.15297481491969 56.979225231462266))"
